council_name,tel_phone,ceo_name,postcode,fax,mayor,email,website,address
Mildura Rural City Council,5018 8100,Mr Martin Hawson,3490,5021 1899,Cr Helen Healy,mrcc@mildura.vic.gov.au,www.mildura.vic.gov.au,"108-116 Madden Avenue, MILDURA, PO Box 105, MILDURA  3502"
West Wimmera Shire Council,13 99 72 / 5585 9900,Mr David Bezuidenhout,3420,5585 9950,Cr Tim Meyer,council@westwimmera.vic.gov.au,www.westwimmera.vic.gov.au,"49 Elizabeth Street, EDENHOPE, PO Box 201, EDENHOPE  3318"
Mornington Peninsula Shire Council,1300 850 600,Mr Bulent Oz,3930,5986 6696,Cr Anthony Marsh,customerservice@mornpen.vic.gov.au,www.mornpen.vic.gov.au,"90 Besgrove Street, ROSEBUD, Private Bag 1000, ROSEBUD  3939"
Yarra City Council,9205 5555,Ms Sue Wilkinson,3065,,Cr Stephen Jolly,info@yarracity.vic.gov.au,www.yarracity.vic.gov.au,"333 Bridge Road, RICHMOND, PO Box 168, RICHMOND  3121"
Mornington Peninsula Shire Council,1300 850 600,Mr Bulent Oz,3939,5986 6696,Cr Anthony Marsh,customerservice@mornpen.vic.gov.au,www.mornpen.vic.gov.au,"90 Besgrove Street, ROSEBUD, Private Bag 1000, ROSEBUD  3939"
Alpine Shire Council,5755 0555,Mr Will Jeremy,3739,5755 1811,Cr Sarah Nicholas,info@alpineshire.vic.gov.au,www.alpineshire.vic.gov.au,"Great Alpine Road, BRIGHT, PO Box 139, BRIGHT  3741"
Nillumbik Shire Council,9433 3111,Mr Carl Cowie,3090,,Cr John Dumaresq,nillumbik@nillumbik.vic.gov.au,www.nillumbik.vic.gov.au,"Civic Drive, GREENSBOROUGH, PO Box 476, GREENSBOROUGH  3088"
Towong Shire Council,02 6071 5100,Ms Juliana Phelps,3705,,Cr Andrew Whitehead,info@towong.vic.gov.au,www.towong.vic.gov.au,"32 Towong Street, TALLANGATTA, PO Box 55, TALLANGATTA  3700"
East Gippsland Shire Council,5153 9500,Ms Fiona Weigall,3887,,Cr John White,feedback@egipps.vic.gov.au,www.eastgippsland.vic.gov.au,"273 Main Street, BAIRNSDALE, PO Box 1618, BAIRNSDALE  3875"
East Gippsland Shire Council,5153 9500,Ms Fiona Weigall,3885,,Cr John White,feedback@egipps.vic.gov.au,www.eastgippsland.vic.gov.au,"273 Main Street, BAIRNSDALE, PO Box 1618, BAIRNSDALE  3875"
East Gippsland Shire Council,5153 9500,Ms Fiona Weigall,3892,,Cr John White,feedback@egipps.vic.gov.au,www.eastgippsland.vic.gov.au,"273 Main Street, BAIRNSDALE, PO Box 1618, BAIRNSDALE  3875"
Kingston City Council,1300 653 356,Mr Peter Bean,3197,9581 4500,Cr Georgina Oxley,info@kingston.vic.gov.au,www.kingston.vic.gov.au,"1230 Nepean Highway, CHELTENHAM, PO Box 1000, MENTONE  3194"
Strathbogie Shire Council,5795 0000,Mr Tim Tamlin,3666,5795 3550,Cr Claire Ewart-Kennedy,info@strathbogie.vic.gov.au,www.strathbogie.vic.gov.au,"109A Binney Street, EUROA, PO Box 177, EUROA  3666"
Hindmarsh Shire Council,5391 4444,Ms Monica Revell,3423,5391 1376,Cr Ron Ismay,info@hindmarsh.vic.gov.au,www.hindmarsh.vic.gov.au,"92 Nelson Street, NHILL, PO Box 250 , NHILL  3418"
Towong Shire Council,02 6071 5100,Ms Juliana Phelps,3709,,Cr Andrew Whitehead,info@towong.vic.gov.au,www.towong.vic.gov.au,"32 Towong Street, TALLANGATTA, PO Box 55, TALLANGATTA  3700"
Wellington Shire Council,1300 366 244,Mr David Morcom,3858,5142 3501,Cr Scott Rossetti,enquiries@wellington.vic.gov.au,www.wellington.vic.gov.au,"18 Desailly Street, SALE, PO Box 506, SALE  3850"
Hume City Council,9205 2200,Ms Sheena Frost,3059,9309 0109,Cr Jarrod Bell,contactus@hume.vic.gov.au,www.hume.vic.gov.au,"1079 Pascoe Vale Road, BROADMEADOWS, PO Box 119, DALLAS  3047"
Ballarat City Council,5320 5500,Mr Evan King,3350,5333 4061,Cr Tracey Hargreaves,info@ballarat.vic.gov.au,www.ballarat.vic.gov.au,"25 Armstrong Street South, BALLARAT, PO Box 655, BALLARAT  3353"
Mornington Peninsula Shire Council,1300 850 600,Mr Bulent Oz,3920,5986 6696,Cr Anthony Marsh,customerservice@mornpen.vic.gov.au,www.mornpen.vic.gov.au,"90 Besgrove Street, ROSEBUD, Private Bag 1000, ROSEBUD  3939"
Casey City Council,9705 5200,Mr Glenn Patterson,3980,9704 9544,Cr Stefan Koomen,caseycc@casey.vic.gov.au,www.casey.vic.gov.au,"Bunjil Place, Patrick Northeast Drive, NARRE WARREN, PO Box 1000, NARRE WARREN  3805"
Wellington Shire Council,1300 366 244,Mr David Morcom,3847,5142 3501,Cr Scott Rossetti,enquiries@wellington.vic.gov.au,www.wellington.vic.gov.au,"18 Desailly Street, SALE, PO Box 506, SALE  3850"
Greater Dandenong City Council,8571 1000,Ms Jacqui Weatherill,3171,8571 5196,Cr Jim Memeti,council@cgd.vic.gov.au,www.greaterdandenong.com,"225 Lonsdale Street, DANDENONG, PO Box 200, DANDENONG  3175"
West Wimmera Shire Council,13 99 72 / 5585 9900,Mr David Bezuidenhout,3415,5585 9950,Cr Tim Meyer,council@westwimmera.vic.gov.au,www.westwimmera.vic.gov.au,"49 Elizabeth Street, EDENHOPE, PO Box 201, EDENHOPE  3318"
East Gippsland Shire Council,5153 9500,Ms Fiona Weigall,3886,,Cr John White,feedback@egipps.vic.gov.au,www.eastgippsland.vic.gov.au,"273 Main Street, BAIRNSDALE, PO Box 1618, BAIRNSDALE  3875"
Surf Coast Shire Council,5261 0600,Ms Robyn Seymour,3221,5261 0525,Cr Mike Bodsworth,info@surfcoast.vic.gov.au,www.surfcoast.vic.gov.au,"1 Merrijig Drive, TORQUAY, PO Box 350, TORQUAY  3228"
Greater Geelong City Council,5272 5272,Ms Ali Wastie ,3219,,Cr Dr Stretch Kontelj,COGGRecords@geelongcity.vic.gov.au,www.geelongaustralia.com.au,"Wurriki Nyal, 137-149 Mercer Street, GEELONG, PO Box 104, GEELONG  3220"
Moyne Shire Council,5568 0555,Mr Mark Eversteyn,3275,5568 2515,Cr Karen Foster,moyne@moyne.vic.gov.au,www.moyne.vic.gov.au,"Princes Street, PORT FAIRY, PO Box 51, PORT FAIRY  3284"
East Gippsland Shire Council,5153 9500,Ms Fiona Weigall,3865,,Cr John White,feedback@egipps.vic.gov.au,www.eastgippsland.vic.gov.au,"273 Main Street, BAIRNSDALE, PO Box 1618, BAIRNSDALE  3875"
Buloke Shire Council,1300 520 520,Mr Wayne O'Toole,3527,5493 7395,Cr Alan Getley,buloke@buloke.vic.gov.au,www.buloke.vic.gov.au,"367 Broadway, WYCHEPROOF, PO Box 1, WYCHEPROOF  3527"
Melbourne City Council,9658 9658,Ms Alison Leighton,3000,9654 4854,Cr Nicholas Reece,enquiries@melbourne.vic.gov.au,www.melbourne.vic.gov.au,"Town Hall, 120 Swanston St, MELBOURNE, GPO Box 1603, MELBOURNE  3001"
Surf Coast Shire Council,5261 0600,Ms Robyn Seymour,3235,5261 0525,Cr Mike Bodsworth,info@surfcoast.vic.gov.au,www.surfcoast.vic.gov.au,"1 Merrijig Drive, TORQUAY, PO Box 350, TORQUAY  3228"
Melbourne City Council,9658 9658,Ms Alison Leighton,3031,9654 4854,Cr Nicholas Reece,enquiries@melbourne.vic.gov.au,www.melbourne.vic.gov.au,"Town Hall, 120 Swanston St, MELBOURNE, GPO Box 1603, MELBOURNE  3001"
Bayside City Council,9599 4444,Mr Mick Cummins,3187,9598 4474,Cr Hanna El Mouallem,enquiries@bayside.vic.gov.au,www.bayside.vic.gov.au,"76 Royal Avenue, SANDRINGHAM, PO Box 27, SANDRINGHAM  3191"
Cardinia Shire Council,1300 787 624,Ms Carol Jeffs,3807,,Cr Jack Kowarzik,mail@cardinia.vic.gov.au,www.cardinia.vic.gov.au,"20 Siding Avenue, OFFICER, PO Box 7, PAKENHAM  3810"
Monash City Council,9518 3555,Dr Andi Diamond,3150,9518 3444,Cr Paul Klisaris,mail@monash.vic.gov.au,www.monash.vic.gov.au,"293 Springvale Road, GLEN WAVERLEY, PO Box 1, GLEN WAVERLEY  3150"
Monash City Council,9518 3555,Dr Andi Diamond,3170,9518 3444,Cr Paul Klisaris,mail@monash.vic.gov.au,www.monash.vic.gov.au,"293 Springvale Road, GLEN WAVERLEY, PO Box 1, GLEN WAVERLEY  3150"
Knox City Council,9298 8000,Mr Bruce Dobson,3179,9800 3096,Cr Lisa Cooper,knoxcc@knox.vic.gov.au,www.knox.vic.gov.au,"511 Burwood Highway, WANTIRNA SOUTH, 511 Burwood Highway, WANTIRNA SOUTH  3152"
Alpine Shire Council,5755 0555,Mr Will Jeremy,3697,5755 1811,Cr Sarah Nicholas,info@alpineshire.vic.gov.au,www.alpineshire.vic.gov.au,"Great Alpine Road, BRIGHT, PO Box 139, BRIGHT  3741"
East Gippsland Shire Council,5153 9500,Ms Fiona Weigall,3903,,Cr John White,feedback@egipps.vic.gov.au,www.eastgippsland.vic.gov.au,"273 Main Street, BAIRNSDALE, PO Box 1618, BAIRNSDALE  3875"
Banyule City Council,9490 4222,Ms Allison Beckwith,3094,9499 9475,Cr Elizabeth Nealy,enquiries@banyule.vic.gov.au,www.banyule.vic.gov.au,"1 Flintoff Street, GREENSBOROUGH, PO Box 94, GREENSBOROUGH  3088"
Campaspe Shire Council,5481 2200,Ms Pauline Gordon,3565,5481 2290,Cr Daniel Mackrell,shire@campaspe.vic.gov.au,www.campaspe.vic.gov.au,"Cnr Hare & Heygarth Streets, ECHUCA, PO Box 35, ECHUCA  3564"
Greater Geelong City Council,5272 5272,Ms Ali Wastie ,3220,,Cr Dr Stretch Kontelj,COGGRecords@geelongcity.vic.gov.au,www.geelongaustralia.com.au,"Wurriki Nyal, 137-149 Mercer Street, GEELONG, PO Box 104, GEELONG  3220"
Bass Coast Shire Council,1300 BCOAST (226278),Mr Greg Box,3923,5671 2222,Cr Rochelle Halstead,basscoast@basscoast.vic.gov.au,www.basscoast.vic.gov.au,"76 McBride Avenue, WONTHAGGI, PO Box 118, WONTHAGGI  3995"
Mitchell Shire Council,5734 6200,Ms Mary Agostino,3662,5734 6222,Cr John Dougall,mitchell@mitchellshire.vic.gov.au,www.mitchellshire.vic.gov.au,"113 High Street, BROADFORD, 113 High Street, BROADFORD  3658"
Greater Bendigo City Council,1300 002 642,Mr Andrew Cooney,3555,,Cr Andrea Metcalf,requests@bendigo.vic.gov.au,www.bendigo.vic.gov.au,"Galkangu–Bendigo GovHub, 189–229 Lyttleton Terrace, BENDIGO, PO Box 733, BENDIGO  3552"
Greater Bendigo City Council,1300 002 642,Mr Andrew Cooney,3550,,Cr Andrea Metcalf,requests@bendigo.vic.gov.au,www.bendigo.vic.gov.au,"Galkangu–Bendigo GovHub, 189–229 Lyttleton Terrace, BENDIGO, PO Box 733, BENDIGO  3552"
Wangaratta Rural City Council,5722 0888,Mr Brendan McGrath,3746,5721 9526,Cr Irene Grant,council@wangaratta.vic.gov.au,www.wangaratta.vic.gov.au,"Cnr Ford & Ovens Streets, WANGARATTA, PO Box 238, WANGARATTA  3676"
Greater Bendigo City Council,1300 002 642,Mr Andrew Cooney,3515,,Cr Andrea Metcalf,requests@bendigo.vic.gov.au,www.bendigo.vic.gov.au,"Galkangu–Bendigo GovHub, 189–229 Lyttleton Terrace, BENDIGO, PO Box 733, BENDIGO  3552"
Towong Shire Council,02 6071 5100,Ms Juliana Phelps,3704,,Cr Andrew Whitehead,info@towong.vic.gov.au,www.towong.vic.gov.au,"32 Towong Street, TALLANGATTA, PO Box 55, TALLANGATTA  3700"
Frankston City Council,1300 322 322,Mr Phil Cantillon,3200,,Cr Kris Bolam,info@frankston.vic.gov.au,www.frankston.vic.gov.au,"30 Davey Street, FRANKSTON, PO Box 490, FRANKSTON  3199"
Campaspe Shire Council,5481 2200,Ms Pauline Gordon,3563,5481 2290,Cr Daniel Mackrell,shire@campaspe.vic.gov.au,www.campaspe.vic.gov.au,"Cnr Hare & Heygarth Streets, ECHUCA, PO Box 35, ECHUCA  3564"
Port Phillip City Council,9209 6777,Mr Chris Carroll,3205,9534 9105,Cr Louise Crawford, NO GENERAL EMAIL,www.portphillip.vic.gov.au,"99a Carlisle Street, ST KILDA, Private Bag 3, ST KILDA  3182"
Benalla Rural City Council,5760 2600,Mr Robert Barber,3726,,Cr Bernie Hearn,council@benalla.vic.gov.au,www.benalla.vic.gov.au,"1 Bridge Street East, BENALLA, PO Box 227, BENALLA  3671"
Mornington Peninsula Shire Council,1300 850 600,Mr Bulent Oz,3944,5986 6696,Cr Anthony Marsh,customerservice@mornpen.vic.gov.au,www.mornpen.vic.gov.au,"90 Besgrove Street, ROSEBUD, Private Bag 1000, ROSEBUD  3939"
Mornington Peninsula Shire Council,1300 850 600,Mr Bulent Oz,3927,5986 6696,Cr Anthony Marsh,customerservice@mornpen.vic.gov.au,www.mornpen.vic.gov.au,"90 Besgrove Street, ROSEBUD, Private Bag 1000, ROSEBUD  3939"
Yarra Ranges Shire Council,1300 368 333,Ms Tammi Rose,3770,,Cr Jim Child,mail@yarraranges.vic.gov.au,www.yarraranges.vic.gov.au,"15 Anderson Street, LILYDALE, PO Box 105, LILYDALE  3140"
Latrobe City Council,1300 367 700,Mr Steven Piasente,3869,5128 5672,Cr Dale Harriman,latrobe@latrobe.vic.gov.au,www.latrobe.vic.gov.au,"141 Commercial Road, MORWELL, PO Box 264, MORWELL  3840"
Gannawarra Shire Council,5450 9333,Mr Geoff Rollinson,3581,5450 3023,Cr Garner Smith,council@gsc.vic.gov.au,www.gsc.vic.gov.au,"47 Victoria Street, KERANG, PO Box 287, KERANG  3579"
Ararat Rural City Council,5355 0200,Dr Tim Harrison,3381,5352 1695,Cr Jo Armstrong,council@ararat.vic.gov.au,www.ararat.vic.gov.au,"59 Vincent Street, ARARAT, PO Box 246, ARARAT  3377"
Cardinia Shire Council,1300 787 624,Ms Carol Jeffs,3810,,Cr Jack Kowarzik,mail@cardinia.vic.gov.au,www.cardinia.vic.gov.au,"20 Siding Avenue, OFFICER, PO Box 7, PAKENHAM  3810"
Greater Bendigo City Council,1300 002 642,Mr Andrew Cooney,3523,,Cr Andrea Metcalf,requests@bendigo.vic.gov.au,www.bendigo.vic.gov.au,"Galkangu–Bendigo GovHub, 189–229 Lyttleton Terrace, BENDIGO, PO Box 733, BENDIGO  3552"
Golden Plains Shire Council,5220 7111,Mr Phil Josipovic,3329,5220 7100,Cr Sarah Hayden,enquiries@gplains.vic.gov.au,www.goldenplains.vic.gov.au,"2 Pope Street, BANNOCKBURN, PO Box 111, BANNOCKBURN  3331"
Gannawarra Shire Council,5450 9333,Mr Geoff Rollinson,3542,5450 3023,Cr Garner Smith,council@gsc.vic.gov.au,www.gsc.vic.gov.au,"47 Victoria Street, KERANG, PO Box 287, KERANG  3579"
Swan Hill Rural City Council,5036 2333,Mr Scott Barber,3595,5036 2340,Cr Stuart King,council@swanhill.vic.gov.au,www.swanhill.vic.gov.au,"45 Splatt Street, SWAN HILL, PO Box 488, SWAN HILL  3585"
Whittlesea City Council,9217 2170,Mr Craig Lloyd,3755,9409 9800,Cr Aidan McLindon,info@whittlesea.vic.gov.au,www.whittlesea.vic.gov.au,"25 Ferres Boulevard, SOUTH MORANG, Locked Bag 1, BUNDOORA MDC  3083"
East Gippsland Shire Council,5153 9500,Ms Fiona Weigall,3902,,Cr John White,feedback@egipps.vic.gov.au,www.eastgippsland.vic.gov.au,"273 Main Street, BAIRNSDALE, PO Box 1618, BAIRNSDALE  3875"
East Gippsland Shire Council,5153 9500,Ms Fiona Weigall,3909,,Cr John White,feedback@egipps.vic.gov.au,www.eastgippsland.vic.gov.au,"273 Main Street, BAIRNSDALE, PO Box 1618, BAIRNSDALE  3875"
Melbourne City Council,9658 9658,Ms Alison Leighton,3053,9654 4854,Cr Nicholas Reece,enquiries@melbourne.vic.gov.au,www.melbourne.vic.gov.au,"Town Hall, 120 Swanston St, MELBOURNE, GPO Box 1603, MELBOURNE  3001"
Mornington Peninsula Shire Council,1300 850 600,Mr Bulent Oz,3915,5986 6696,Cr Anthony Marsh,customerservice@mornpen.vic.gov.au,www.mornpen.vic.gov.au,"90 Besgrove Street, ROSEBUD, Private Bag 1000, ROSEBUD  3939"
Moira Shire Council,5871 9222,Mr Matthew Morgan,3644,5872 1567,Dr Graeme Emonson PSM,info@moira.vic.gov.au,www.moira.vic.gov.au,"44 Station Street, COBRAM, PO Box 578, COBRAM  3643"
Melbourne City Council,9658 9658,Ms Alison Leighton,3008,9654 4854,Cr Nicholas Reece,enquiries@melbourne.vic.gov.au,www.melbourne.vic.gov.au,"Town Hall, 120 Swanston St, MELBOURNE, GPO Box 1603, MELBOURNE  3001"
Boroondara City Council,9278 4444,Mr Phillip Storer,3123,9278 4466,Cr Sophie Torney,boroondara@boroondara.vic.gov.au,www.boroondara.vic.gov.au,"8 Inglesby Road, CAMBERWELL, Private Bag 1, CAMBERWELL  3124"
West Wimmera Shire Council,13 99 72 / 5585 9900,Mr David Bezuidenhout,3318,5585 9950,Cr Tim Meyer,council@westwimmera.vic.gov.au,www.westwimmera.vic.gov.au,"49 Elizabeth Street, EDENHOPE, PO Box 201, EDENHOPE  3318"
Melbourne City Council,9658 9658,Ms Alison Leighton,3004,9654 4854,Cr Nicholas Reece,enquiries@melbourne.vic.gov.au,www.melbourne.vic.gov.au,"Town Hall, 120 Swanston St, MELBOURNE, GPO Box 1603, MELBOURNE  3001"
Strathbogie Shire Council,5795 0000,Mr Tim Tamlin,3608,5795 3550,Cr Claire Ewart-Kennedy,info@strathbogie.vic.gov.au,www.strathbogie.vic.gov.au,"109A Binney Street, EUROA, PO Box 177, EUROA  3666"
Swan Hill Rural City Council,5036 2333,Mr Scott Barber,3594,5036 2340,Cr Stuart King,council@swanhill.vic.gov.au,www.swanhill.vic.gov.au,"45 Splatt Street, SWAN HILL, PO Box 488, SWAN HILL  3585"
Mildura Rural City Council,5018 8100,Mr Martin Hawson,3489,5021 1899,Cr Helen Healy,mrcc@mildura.vic.gov.au,www.mildura.vic.gov.au,"108-116 Madden Avenue, MILDURA, PO Box 105, MILDURA  3502"
Colac Otway Shire Council,5232 9400,Ms Anne Howard,3250,5232 1046,Cr Jason Schram,inq@colacotway.vic.gov.au,www.colacotway.vic.gov.au,"2-6 Rae Street, COLAC, PO Box 283, COLAC  3250"
Towong Shire Council,02 6071 5100,Ms Juliana Phelps,3701,,Cr Andrew Whitehead,info@towong.vic.gov.au,www.towong.vic.gov.au,"32 Towong Street, TALLANGATTA, PO Box 55, TALLANGATTA  3700"
Pyrenees Shire Council,5349 1100,Mr Jim Nolan,3467,5349 2068,Cr Tanya Kehoe,pyrenees@pyrenees.vic.gov.au,www.pyrenees.vic.gov.au,"5 Lawrence Street, BEAUFORT, 5 Lawrence Street, BEAUFORT  3373"
Golden Plains Shire Council,5220 7111,Mr Phil Josipovic,3331,5220 7100,Cr Sarah Hayden,enquiries@gplains.vic.gov.au,www.goldenplains.vic.gov.au,"2 Pope Street, BANNOCKBURN, PO Box 111, BANNOCKBURN  3331"
Moira Shire Council,5871 9222,Mr Matthew Morgan,3649,5872 1567,Dr Graeme Emonson PSM,info@moira.vic.gov.au,www.moira.vic.gov.au,"44 Station Street, COBRAM, PO Box 578, COBRAM  3643"
Moira Shire Council,5871 9222,Mr Matthew Morgan,3641,5872 1567,Dr Graeme Emonson PSM,info@moira.vic.gov.au,www.moira.vic.gov.au,"44 Station Street, COBRAM, PO Box 578, COBRAM  3643"
Moira Shire Council,5871 9222,Mr Matthew Morgan,3636,5872 1567,Dr Graeme Emonson PSM,info@moira.vic.gov.au,www.moira.vic.gov.au,"44 Station Street, COBRAM, PO Box 578, COBRAM  3643"
East Gippsland Shire Council,5153 9500,Ms Fiona Weigall,3889,,Cr John White,feedback@egipps.vic.gov.au,www.eastgippsland.vic.gov.au,"273 Main Street, BAIRNSDALE, PO Box 1618, BAIRNSDALE  3875"
Bass Coast Shire Council,1300 BCOAST (226278),Mr Greg Box,3979,5671 2222,Cr Rochelle Halstead,basscoast@basscoast.vic.gov.au,www.basscoast.vic.gov.au,"76 McBride Avenue, WONTHAGGI, PO Box 118, WONTHAGGI  3995"
Frankston City Council,1300 322 322,Mr Phil Cantillon,3198,,Cr Kris Bolam,info@frankston.vic.gov.au,www.frankston.vic.gov.au,"30 Davey Street, FRANKSTON, PO Box 490, FRANKSTON  3199"
Mitchell Shire Council,5734 6200,Ms Mary Agostino,3521,5734 6222,Cr John Dougall,mitchell@mitchellshire.vic.gov.au,www.mitchellshire.vic.gov.au,"113 High Street, BROADFORD, 113 High Street, BROADFORD  3658"
Hume City Council,9205 2200,Ms Sheena Frost,3048,9309 0109,Cr Jarrod Bell,contactus@hume.vic.gov.au,www.hume.vic.gov.au,"1079 Pascoe Vale Road, BROADMEADOWS, PO Box 119, DALLAS  3047"
Surf Coast Shire Council,5261 0600,Ms Robyn Seymour,3217,5261 0525,Cr Mike Bodsworth,info@surfcoast.vic.gov.au,www.surfcoast.vic.gov.au,"1 Merrijig Drive, TORQUAY, PO Box 350, TORQUAY  3228"
Wangaratta Rural City Council,5722 0888,Mr Brendan McGrath,3675,5721 9526,Cr Irene Grant,council@wangaratta.vic.gov.au,www.wangaratta.vic.gov.au,"Cnr Ford & Ovens Streets, WANGARATTA, PO Box 238, WANGARATTA  3676"
Mildura Rural City Council,5018 8100,Mr Martin Hawson,3506,5021 1899,Cr Helen Healy,mrcc@mildura.vic.gov.au,www.mildura.vic.gov.au,"108-116 Madden Avenue, MILDURA, PO Box 105, MILDURA  3502"
Surf Coast Shire Council,5261 0600,Ms Robyn Seymour,3240,5261 0525,Cr Mike Bodsworth,info@surfcoast.vic.gov.au,www.surfcoast.vic.gov.au,"1 Merrijig Drive, TORQUAY, PO Box 350, TORQUAY  3228"
Hume City Council,9205 2200,Ms Sheena Frost,3047,9309 0109,Cr Jarrod Bell,contactus@hume.vic.gov.au,www.hume.vic.gov.au,"1079 Pascoe Vale Road, BROADMEADOWS, PO Box 119, DALLAS  3047"
Casey City Council,9705 5200,Mr Glenn Patterson,3177,9704 9544,Cr Stefan Koomen,caseycc@casey.vic.gov.au,www.casey.vic.gov.au,"Bunjil Place, Patrick Northeast Drive, NARRE WARREN, PO Box 1000, NARRE WARREN  3805"
Glenelg Shire Council,1300 453 635,Ms Helen Havercroft,3311,,Cr Karen Stephens,enquiry@glenelg.vic.gov.au,www.glenelg.vic.gov.au,"71 Cliff Street, PORTLAND, PO Box 152, PORTLAND  3305"
Moira Shire Council,5871 9222,Mr Matthew Morgan,3640,5872 1567,Dr Graeme Emonson PSM,info@moira.vic.gov.au,www.moira.vic.gov.au,"44 Station Street, COBRAM, PO Box 578, COBRAM  3643"
Southern Grampians Shire Council,5573 0444,Mr Tony Doyle,3300,,Cr Dennis Heslin,council@sthgrampians.vic.gov.au,www.sthgrampians.vic.gov.au,"111 Brown Street, HAMILTON, Locked Bag 685, HAMILTON  3300"
Mornington Peninsula Shire Council,1300 850 600,Mr Bulent Oz,3934,5986 6696,Cr Anthony Marsh,customerservice@mornpen.vic.gov.au,www.mornpen.vic.gov.au,"90 Besgrove Street, ROSEBUD, Private Bag 1000, ROSEBUD  3939"
Yarra Ranges Shire Council,1300 368 333,Ms Tammi Rose,3775,,Cr Jim Child,mail@yarraranges.vic.gov.au,www.yarraranges.vic.gov.au,"15 Anderson Street, LILYDALE, PO Box 105, LILYDALE  3140"
Bayside City Council,9599 4444,Mr Mick Cummins,3188,9598 4474,Cr Hanna El Mouallem,enquiries@bayside.vic.gov.au,www.bayside.vic.gov.au,"76 Royal Avenue, SANDRINGHAM, PO Box 27, SANDRINGHAM  3191"
Mornington Peninsula Shire Council,1300 850 600,Mr Bulent Oz,3913,5986 6696,Cr Anthony Marsh,customerservice@mornpen.vic.gov.au,www.mornpen.vic.gov.au,"90 Besgrove Street, ROSEBUD, Private Bag 1000, ROSEBUD  3939"
Bayside City Council,9599 4444,Mr Mick Cummins,3191,9598 4474,Cr Hanna El Mouallem,enquiries@bayside.vic.gov.au,www.bayside.vic.gov.au,"76 Royal Avenue, SANDRINGHAM, PO Box 27, SANDRINGHAM  3191"
Manningham City Council,9840 9333,Mr Andrew Day,3107,9848 3110,Cr Deirdre Diamante,manningham@manningham.vic.gov.au,www.manningham.vic.gov.au,"699 Doncaster Road, DONCASTER, PO Box 1, DONCASTER  3108"
Greater Dandenong City Council,8571 1000,Ms Jacqui Weatherill,3975,8571 5196,Cr Jim Memeti,council@cgd.vic.gov.au,www.greaterdandenong.com,"225 Lonsdale Street, DANDENONG, PO Box 200, DANDENONG  3175"
Cardinia Shire Council,1300 787 624,Ms Carol Jeffs,3812,,Cr Jack Kowarzik,mail@cardinia.vic.gov.au,www.cardinia.vic.gov.au,"20 Siding Avenue, OFFICER, PO Box 7, PAKENHAM  3810"
Campaspe Shire Council,5481 2200,Ms Pauline Gordon,3622,5481 2290,Cr Daniel Mackrell,shire@campaspe.vic.gov.au,www.campaspe.vic.gov.au,"Cnr Hare & Heygarth Streets, ECHUCA, PO Box 35, ECHUCA  3564"
Buloke Shire Council,1300 520 520,Mr Wayne O'Toole,3530,5493 7395,Cr Alan Getley,buloke@buloke.vic.gov.au,www.buloke.vic.gov.au,"367 Broadway, WYCHEPROOF, PO Box 1, WYCHEPROOF  3527"
West Wimmera Shire Council,13 99 72 / 5585 9900,Mr David Bezuidenhout,3319,5585 9950,Cr Tim Meyer,council@westwimmera.vic.gov.au,www.westwimmera.vic.gov.au,"49 Elizabeth Street, EDENHOPE, PO Box 201, EDENHOPE  3318"
Brimbank City Council,9249 4000,Ms Fiona Blair,3038,9249 4351,Cr Thuy Dang,info@brimbank.vic.gov.au,www.brimbank.vic.gov.au,"Brimbank Community & Civic Centre, 301 Hampshire Rd, SUNSHINE, PO Box 70, SUNSHINE  3020"
Port Phillip City Council,9209 6777,Mr Chris Carroll,3182,9534 9105,Cr Louise Crawford, NO GENERAL EMAIL,www.portphillip.vic.gov.au,"99a Carlisle Street, ST KILDA, Private Bag 3, ST KILDA  3182"
Towong Shire Council,02 6071 5100,Ms Juliana Phelps,3708,,Cr Andrew Whitehead,info@towong.vic.gov.au,www.towong.vic.gov.au,"32 Towong Street, TALLANGATTA, PO Box 55, TALLANGATTA  3700"
Whitehorse City Council,9262 6333,Mr Simon McMillan,3125,9262 6490,Cr Andrew Davenport,customer.service@whitehorse.vic.gov.au,www.whitehorse.vic.gov.au,"379-399 Whitehorse Road, NUNAWADING, Locked Bag 2, NUNAWADING  3131"
Whittlesea City Council,9217 2170,Mr Craig Lloyd,3076,9409 9800,Cr Aidan McLindon,info@whittlesea.vic.gov.au,www.whittlesea.vic.gov.au,"25 Ferres Boulevard, SOUTH MORANG, Locked Bag 1, BUNDOORA MDC  3083"
Colac Otway Shire Council,5232 9400,Ms Anne Howard,3322,5232 1046,Cr Jason Schram,inq@colacotway.vic.gov.au,www.colacotway.vic.gov.au,"2-6 Rae Street, COLAC, PO Box 283, COLAC  3250"
Wangaratta Rural City Council,5722 0888,Mr Brendan McGrath,3682,5721 9526,Cr Irene Grant,council@wangaratta.vic.gov.au,www.wangaratta.vic.gov.au,"Cnr Ford & Ovens Streets, WANGARATTA, PO Box 238, WANGARATTA  3676"
Bayside City Council,9599 4444,Mr Mick Cummins,3186,9598 4474,Cr Hanna El Mouallem,enquiries@bayside.vic.gov.au,www.bayside.vic.gov.au,"76 Royal Avenue, SANDRINGHAM, PO Box 27, SANDRINGHAM  3191"
